nLocations = 16
startLocation = 0
fromPoints = 1
points = [
[ 125 125 ]
[ 95 95 ]
[ 222 170 ]
[ 32 125 ]
[ 58 83 ]
[ 194 137 ]
[ 199 171 ]
[ 140 200 ]
[ 201 5 ]
[ 125 94 ]
[ 45 129 ]
[ 217 128 ]
[ 210 57 ]
[ 11 157 ]
[ 17 159 ]
[ 181 30 ]
]
distance = [
[ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
[ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
[ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
[ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
[ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
[ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
[ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
[ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
[ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
[ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
[ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
[ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
[ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
[ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
[ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
[ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
]
task = [ 0 45 27 26 32 42 34 52 21 48 26 30 56 39 37 47 ]
minWindow = [ 0 208 132 242 219 231 134 263 252 130 189 145 183 222 222 138 ]
maxWindow = [ 720 559 565 452 461 544 582 381 592 432 495 445 578 487 378 500 ]
