nLocations = 16;
ls = 1;
fromPoints = 1;
points = [
[ 125 125 ]
[ 238 153 ]
[ 241 33 ]
[ 6 204 ]
[ 66 150 ]
[ 182 93 ]
[ 230 92 ]
[ 157 77 ]
[ 94 111 ]
[ 66 157 ]
[ 220 74 ]
[ 186 192 ]
[ 59 220 ]
[ 156 54 ]
[ 100 175 ]
[ 124 164 ]
];
dist = [
[ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
[ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
[ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
[ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
[ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
[ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
[ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
[ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
[ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
[ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
[ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
[ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
[ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
[ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
[ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
[ 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 ]
];
t = [ 0 45 56 37 26 59 59 39 58 29 36 31 25 28 55 41 ];
minWin = [ 0 215 210 181 145 223 230 272 206 193 188 136 180 184 169 264 ];
maxWin = [ 720 432 417 406 580 427 593 438 596 494 594 462 560 563 540 599 ];
